Date,TradeVolume
2009-07-16 18:15:05,0.0
2009-07-17 18:15:05,0.0
2009-07-18 18:15:05,0.0
2009-07-19 18:15:05,0.0
2009-07-20 18:15:05,0.0
2009-07-21 18:15:05,0.0
2009-07-22 18:15:05,0.0
2009-07-23 18:15:05,0.0
2009-07-24 18:15:05,0.0
2009-07-25 18:15:05,0.0
2009-07-26 18:15:05,0.0
2009-07-27 18:15:05,0.0
2009-07-28 18:15:05,0.0
2009-07-29 18:15:05,0.0
2009-07-30 18:15:05,0.0
2009-07-31 18:15:05,0.0
2009-08-01 18:15:05,0.0
2009-08-02 18:15:05,0.0
2009-08-03 18:15:05,0.0
2009-08-04 18:15:05,0.0
2009-08-05 18:15:05,0.0
2009-08-06 18:15:05,0.0
2009-08-07 18:15:05,0.0
2009-08-08 18:15:05,0.0
2009-08-09 18:15:05,0.0
2009-08-10 18:15:05,0.0
2009-08-11 18:15:05,0.0
2009-08-12 18:15:05,0.0
2009-08-13 18:15:05,0.0
2009-08-14 18:15:05,0.0
2009-08-15 18:15:05,0.0
2009-08-16 18:15:05,0.0
2009-08-17 18:15:05,0.0
2009-08-18 18:15:05,0.0
2009-08-19 18:15:05,0.0
2009-08-20 18:15:05,0.0
2009-08-21 18:15:05,0.0
2009-08-22 18:15:05,0.0
2009-08-23 18:15:05,0.0
2009-08-24 18:15:05,0.0
2009-08-25 18:15:05,0.0
2009-08-26 18:15:05,0.0
2009-08-27 18:15:05,0.0
2009-08-28 18:15:05,0.0
2009-08-29 18:15:05,0.0
2009-08-30 18:15:05,0.0
2009-08-31 18:15:05,0.0
2009-09-01 18:15:05,0.0
2009-09-02 18:15:05,0.0
2009-09-03 18:15:05,0.0
2009-09-04 18:15:05,0.0
2009-09-05 18:15:05,0.0
2009-09-06 18:15:05,0.0
2009-09-07 18:15:05,0.0
2009-09-08 18:15:05,0.0
2009-09-09 18:15:05,0.0
2009-09-10 18:15:05,0.0
2009-09-11 18:15:05,0.0
2009-09-12 18:15:05,0.0
2009-09-13 18:15:05,0.0
2009-09-14 18:15:05,0.0
2009-09-15 18:15:05,0.0
2009-09-16 18:15:05,0.0
2009-09-17 18:15:05,0.0
2009-09-18 18:15:05,0.0
2009-09-19 18:15:05,0.0
2009-09-20 18:15:05,0.0
2009-09-21 18:15:05,0.0
2009-09-22 18:15:05,0.0
2009-09-23 18:15:05,0.0
2009-09-24 18:15:05,0.0
2009-09-25 18:15:05,0.0
2009-09-26 18:15:05,0.0
2009-09-27 18:15:05,0.0
2009-09-28 18:15:05,0.0
2009-09-29 18:15:05,0.0
2009-09-30 18:15:05,0.0
2009-10-01 18:15:05,0.0
2009-10-02 18:15:05,0.0
2009-10-03 18:15:05,0.0
2009-10-04 18:15:05,0.0
2009-10-05 18:15:05,0.0
2009-10-06 18:15:05,0.0
2009-10-07 18:15:05,0.0
2009-10-08 18:15:05,0.0
2009-10-09 18:15:05,0.0
2009-10-10 18:15:05,0.0
2009-10-11 18:15:05,0.0
2009-10-12 18:15:05,0.0
2009-10-13 18:15:05,0.0
2009-10-14 18:15:05,0.0
2009-10-15 18:15:05,0.0
2009-10-16 18:15:05,0.0
2009-10-17 18:15:05,0.0
2009-10-18 18:15:05,0.0
2009-10-19 18:15:05,0.0
2009-10-20 18:15:05,0.0
2009-10-21 18:15:05,0.0
2009-10-22 18:15:05,0.0
2009-10-23 18:15:05,0.0
2009-10-24 18:15:05,0.0
2009-10-25 18:15:05,0.0
2009-10-26 18:15:05,0.0
2009-10-27 18:15:05,0.0
2009-10-28 18:15:05,0.0
2009-10-29 18:15:05,0.0
2009-10-30 18:15:05,0.0
2009-10-31 18:15:05,0.0
2009-11-01 18:15:05,0.0
2009-11-02 18:15:05,0.0
2009-11-03 18:15:05,0.0
2009-11-04 18:15:05,0.0
2009-11-05 18:15:05,0.0
2009-11-06 18:15:05,0.0
2009-11-07 18:15:05,0.0
2009-11-08 18:15:05,0.0
2009-11-09 18:15:05,0.0
2009-11-10 18:15:05,0.0
2009-11-11 18:15:05,0.0
2009-11-12 18:15:05,0.0
2009-11-13 18:15:05,0.0
2009-11-14 18:15:05,0.0
2009-11-15 18:15:05,0.0
2009-11-16 18:15:05,0.0
2009-11-17 18:15:05,0.0
2009-11-18 18:15:05,0.0
2009-11-19 18:15:05,0.0
2009-11-20 18:15:05,0.0
2009-11-21 18:15:05,0.0
2009-11-22 18:15:05,0.0
2009-11-23 18:15:05,0.0
2009-11-24 18:15:05,0.0
2009-11-25 18:15:05,0.0
2009-11-26 18:15:05,0.0
2009-11-27 18:15:05,0.0
2009-11-28 18:15:05,0.0
2009-11-29 18:15:05,0.0
2009-11-30 18:15:05,0.0
2009-12-01 18:15:05,0.0
2009-12-02 18:15:05,0.0
2009-12-03 18:15:05,0.0
2009-12-04 18:15:05,0.0
2009-12-05 18:15:05,0.0
2009-12-06 18:15:05,0.0
2009-12-07 18:15:05,0.0
2009-12-08 18:15:05,0.0
2009-12-09 18:15:05,0.0
2009-12-10 18:15:05,0.0
2009-12-11 18:15:05,0.0
2009-12-12 18:15:05,0.0
2009-12-13 18:15:05,0.0
2009-12-14 18:15:05,0.0
2009-12-15 18:15:05,0.0
2009-12-16 18:15:05,0.0
2009-12-17 18:15:05,0.0
2009-12-18 18:15:05,0.0
2009-12-19 18:15:05,0.0
2009-12-20 18:15:05,0.0
2009-12-21 18:15:05,0.0
2009-12-22 18:15:05,0.0
2009-12-23 18:15:05,0.0
2009-12-24 18:15:05,0.0
2009-12-25 18:15:05,0.0
2009-12-26 18:15:05,0.0
2009-12-27 18:15:05,0.0
2009-12-28 18:15:05,0.0
2009-12-29 18:15:05,0.0
2009-12-30 18:15:05,0.0
2009-12-31 18:15:05,0.0
2010-01-01 18:15:05,0.0
2010-01-02 18:15:05,0.0
2010-01-03 18:15:05,0.0
2010-01-04 18:15:05,0.0
2010-01-05 18:15:05,0.0
2010-01-06 18:15:05,0.0
2010-01-07 18:15:05,0.0
2010-01-08 18:15:05,0.0
2010-01-09 18:15:05,0.0
2010-01-10 18:15:05,0.0
2010-01-11 18:15:05,0.0
2010-01-12 18:15:05,0.0
2010-01-13 18:15:05,0.0
2010-01-14 18:15:05,0.0
2010-01-15 18:15:05,0.0
2010-01-16 18:15:05,0.0
2010-01-17 18:15:05,0.0
2010-01-18 18:15:05,0.0
2010-01-19 18:15:05,0.0
2010-01-20 18:15:05,0.0
2010-01-21 18:15:05,0.0
2010-01-22 18:15:05,0.0
2010-01-23 18:15:05,0.0
2010-01-24 18:15:05,0.0
2010-01-25 18:15:05,0.0
2010-01-26 18:15:05,0.0
2010-01-27 18:15:05,0.0
2010-01-28 18:15:05,0.0
2010-01-29 18:15:05,0.0
2010-01-30 18:15:05,0.0
2010-01-31 18:15:05,0.0
2010-02-01 18:15:05,0.0
2010-02-02 18:15:05,0.0
2010-02-03 18:15:05,0.0
2010-02-04 18:15:05,0.0
2010-02-05 18:15:05,0.0
2010-02-06 18:15:05,0.0
2010-02-07 18:15:05,0.0
2010-02-08 18:15:05,0.0
2010-02-09 18:15:05,0.0
2010-02-10 18:15:05,0.0
2010-02-11 18:15:05,0.0
2010-02-12 18:15:05,0.0
2010-02-13 18:15:05,0.0
2010-02-14 18:15:05,0.0
2010-02-15 18:15:05,0.0
2010-02-16 18:15:05,0.0
2010-02-17 18:15:05,0.0
2010-02-18 18:15:05,0.0
2010-02-19 18:15:05,0.0
2010-02-20 18:15:05,0.0
2010-02-21 18:15:05,0.0
2010-02-22 18:15:05,0.0
2010-02-23 18:15:05,0.0
2010-02-24 18:15:05,0.0
2010-02-25 18:15:05,0.0
2010-02-26 18:15:05,0.0
2010-02-27 18:15:05,0.0
2010-02-28 18:15:05,0.0
2010-03-01 18:15:05,0.0
2010-03-02 18:15:05,0.0
2010-03-03 18:15:05,0.0
2010-03-04 18:15:05,0.0
2010-03-05 18:15:05,0.0
2010-03-06 18:15:05,0.0
2010-03-07 18:15:05,0.0
2010-03-08 18:15:05,0.0
2010-03-09 18:15:05,0.0
2010-03-10 18:15:05,0.0
2010-03-11 18:15:05,0.0
2010-03-12 18:15:05,0.0
2010-03-13 18:15:05,0.0
2010-03-14 18:15:05,0.0
2010-03-15 18:15:05,0.0
2010-03-16 18:15:05,0.0
2010-03-17 18:15:05,0.0
2010-03-18 18:15:05,0.0
2010-03-19 18:15:05,0.0
2010-03-20 18:15:05,0.0
2010-03-21 18:15:05,0.0
2010-03-22 18:15:05,0.0
2010-03-23 18:15:05,0.0
2010-03-24 18:15:05,0.0
2010-03-25 18:15:05,0.0
2010-03-26 18:15:05,0.0
2010-03-27 18:15:05,0.0
2010-03-28 18:15:05,0.0
2010-03-29 18:15:05,0.0
2010-03-30 18:15:05,0.0
2010-03-31 18:15:05,0.0
2010-04-01 18:15:05,0.0
2010-04-02 18:15:05,0.0
2010-04-03 18:15:05,0.0
2010-04-04 18:15:05,0.0
2010-04-05 18:15:05,0.0
2010-04-06 18:15:05,0.0
2010-04-07 18:15:05,0.0
2010-04-08 18:15:05,0.0
2010-04-09 18:15:05,0.0
2010-04-10 18:15:05,0.0
2010-04-11 18:15:05,0.0
2010-04-12 18:15:05,0.0
2010-04-13 18:15:05,0.0
2010-04-14 18:15:05,0.0
2010-04-15 18:15:05,0.0
2010-04-16 18:15:05,0.0
2010-04-17 18:15:05,0.0
2010-04-18 18:15:05,0.0
2010-04-19 18:15:05,0.0
2010-04-20 18:15:05,0.0
2010-04-21 18:15:05,0.0
2010-04-22 18:15:05,0.0
2010-04-23 18:15:05,0.0
2010-04-24 18:15:05,0.0
2010-04-25 18:15:05,0.0
2010-04-26 18:15:05,0.0
2010-04-27 18:15:05,0.0
2010-04-28 18:15:05,0.0
2010-04-29 18:15:05,0.0
2010-04-30 18:15:05,0.0
2010-05-01 18:15:05,0.0
2010-05-02 18:15:05,0.0
2010-05-03 18:15:05,0.0
2010-05-04 18:15:05,0.0
2010-05-05 18:15:05,0.0
2010-05-06 18:15:05,0.0
2010-05-07 18:15:05,0.0
2010-05-08 18:15:05,0.0
2010-05-09 18:15:05,0.0
2010-05-10 18:15:05,0.0
2010-05-11 18:15:05,0.0
2010-05-12 18:15:05,0.0
2010-05-13 18:15:05,0.0
2010-05-14 18:15:05,0.0
2010-05-15 18:15:05,0.0
2010-05-16 18:15:05,0.0
2010-05-17 18:15:05,0.0
2010-05-18 18:15:05,0.0
2010-05-19 18:15:05,0.0
2010-05-20 18:15:05,0.0
2010-05-21 18:15:05,0.0
2010-05-22 18:15:05,0.0
2010-05-23 18:15:05,0.0
2010-05-24 18:15:05,0.0
2010-05-25 18:15:05,0.0
2010-05-26 18:15:05,0.0
2010-05-27 18:15:05,0.0
2010-05-28 18:15:05,0.0
2010-05-29 18:15:05,0.0
2010-05-30 18:15:05,0.0
2010-05-31 18:15:05,0.0
2010-06-01 18:15:05,0.0
2010-06-02 18:15:05,0.0
2010-06-03 18:15:05,0.0
2010-06-04 18:15:05,0.0
2010-06-05 18:15:05,0.0
2010-06-06 18:15:05,0.0
2010-06-07 18:15:05,0.0
2010-06-08 18:15:05,0.0
2010-06-09 18:15:05,0.0
2010-06-10 18:15:05,0.0
2010-06-11 18:15:05,0.0
2010-06-12 18:15:05,0.0
2010-06-13 18:15:05,0.0
2010-06-14 18:15:05,0.0
2010-06-15 18:15:05,0.0
2010-06-16 18:15:05,0.0
2010-06-17 18:15:05,0.0
2010-06-18 18:15:05,0.0
2010-06-19 18:15:05,0.0
2010-06-20 18:15:05,0.0
2010-06-21 18:15:05,0.0
2010-06-22 18:15:05,0.0
2010-06-23 18:15:05,0.0
2010-06-24 18:15:05,0.0
2010-06-25 18:15:05,0.0
2010-06-26 18:15:05,0.0
2010-06-27 18:15:05,0.0
2010-06-28 18:15:05,0.0
2010-06-29 18:15:05,0.0
2010-06-30 18:15:05,0.0
2010-07-01 18:15:05,0.0
2010-07-02 18:15:05,0.0
2010-07-03 18:15:05,0.0
2010-07-04 18:15:05,0.0
2010-07-05 18:15:05,0.0
2010-07-06 18:15:05,0.0
2010-07-07 18:15:05,0.0
2010-07-08 18:15:05,0.0
2010-07-09 18:15:05,0.0
2010-07-10 18:15:05,0.0
2010-07-11 18:15:05,0.0
2010-07-12 18:15:05,0.0
2010-07-13 18:15:05,0.0
2010-07-14 18:15:05,0.0
2010-07-15 18:15:05,0.0
2010-07-16 18:15:05,0.0
2010-07-17 18:15:05,0.0
2010-07-18 18:15:05,0.0
2010-07-19 18:15:05,0.0
2010-07-20 18:15:05,0.0
2010-07-21 18:15:05,0.0
2010-07-22 18:15:05,0.0
2010-07-23 18:15:05,0.0
2010-07-24 18:15:05,0.0
2010-07-25 18:15:05,0.0
2010-07-26 18:15:05,0.0
2010-07-27 18:15:05,0.0
2010-07-28 18:15:05,0.0
2010-07-29 18:15:05,0.0
2010-07-30 18:15:05,0.0
2010-07-31 18:15:05,0.0
2010-08-01 18:15:05,0.0
2010-08-02 18:15:05,0.0
2010-08-03 18:15:05,0.0
2010-08-04 18:15:05,0.0
2010-08-05 18:15:05,0.0
2010-08-06 18:15:05,0.0
2010-08-07 18:15:05,0.0
2010-08-08 18:15:05,0.0
2010-08-09 18:15:05,0.0
2010-08-10 18:15:05,0.0
2010-08-11 18:15:05,0.0
2010-08-12 18:15:05,0.0
2010-08-13 18:15:05,0.0
2010-08-14 18:15:05,0.0
2010-08-15 18:15:05,0.0
2010-08-16 18:15:05,0.0
2010-08-17 18:15:05,825.9829
2010-08-18 18:15:05,142.07999999999996
2010-08-19 18:15:05,194.4288
2010-08-20 18:15:05,227.1802
2010-08-21 18:15:05,473.77871799999997
2010-08-22 18:15:05,1295.1984
2010-08-23 18:15:05,264.132
2010-08-24 18:15:05,667.55222
2010-08-25 18:15:05,190.6555
2010-08-26 18:15:05,366.608987
2010-08-27 18:15:05,577.265
2010-08-28 18:15:05,397.41
2010-08-29 18:15:05,195.4368
2010-08-30 18:15:05,2099.946000000001
2010-08-31 18:15:05,333.23113
2010-09-01 18:15:05,1019.7088
2010-09-02 18:15:05,382.2433
2010-09-03 18:15:05,521.5918
2010-09-04 18:15:05,96.1797
2010-09-05 18:15:05,272.6086
2010-09-06 18:15:05,432.0
2010-09-07 18:15:05,134.3382
2010-09-08 18:15:05,155.83113
2010-09-09 18:15:05,167.2944
2010-09-10 18:15:05,315.38286
2010-09-11 18:15:05,57.598
2010-09-12 18:15:05,494.382394
2010-09-13 18:15:05,92.76696
2010-09-14 18:15:05,1293.538
2010-09-15 18:15:05,1035.825
2010-09-16 18:15:05,51.3151
2010-09-17 18:15:05,252.735
2010-09-18 18:15:05,442.9866
2010-09-19 18:15:05,730.655528
2010-09-20 18:15:05,1006.3482
2010-09-21 18:15:05,432.5289
2010-09-22 18:15:05,415.6104
2010-09-23 18:15:05,1213.884
2010-09-24 18:15:05,197.41183
2010-09-25 18:15:05,129.7296
2010-09-26 18:15:05,61.718489
2010-09-27 18:15:05,990.132902
2010-09-28 18:15:05,537.8009599999999
2010-09-29 18:15:05,1080.30249
2010-09-30 18:15:05,895.79664
2010-10-01 18:15:05,358.540217
2010-10-02 18:15:05,783.481363
2010-10-03 18:15:05,423.353
2010-10-04 18:15:05,1443.236
2010-10-05 18:15:05,2346.68143
2010-10-06 18:15:05,1241.1230999999998
2010-10-07 18:15:05,1900.7296
2010-10-08 18:15:05,12529.968
2010-10-09 18:15:05,20848.1372
2010-10-10 18:15:05,9321.6
2010-10-11 18:15:05,3318.3306
2010-10-12 18:15:05,2558.556
2010-10-13 18:15:05,3432.92
2010-10-14 18:15:05,5152.77
2010-10-15 18:15:05,2436.406
2010-10-16 18:15:05,592.633
2010-10-17 18:15:05,2536.842
2010-10-18 18:15:05,1003.941
2010-10-19 18:15:05,2060.5952
2010-10-20 18:15:05,3507.15
2010-10-21 18:15:05,4883.963
2010-10-22 18:15:05,3208.716
2010-10-23 18:15:05,994.38922
2010-10-24 18:15:05,2612.88
2010-10-25 18:15:05,3248.4
2010-10-26 18:15:05,4876.35
2010-10-27 18:15:05,10365.07
2010-10-28 18:15:05,5242.945930000001
2010-10-29 18:15:05,4804.987
2010-10-30 18:15:05,3084.6006
2010-10-31 18:15:05,9809.904
2010-11-01 18:15:05,4219.9825
2010-11-02 18:15:05,3516.0675
2010-11-03 18:15:05,13665.025
2010-11-04 18:15:05,9353.54832
2010-11-05 18:15:05,6805.4832
2010-11-06 18:15:05,8351.71
2010-11-07 18:15:05,44081.411837
2010-11-08 18:15:05,34757.8
2010-11-09 18:15:05,24843.3784
2010-11-10 18:15:05,6364.7955
2010-11-11 18:15:05,3077.28
2010-11-12 18:15:05,3416.612
2010-11-13 18:15:05,14431.8
2010-11-14 18:15:05,4980.443
2010-11-15 18:15:05,1380.6296
2010-11-16 18:15:05,7390.9088
2010-11-17 18:15:05,6985.160000000002
2010-11-18 18:15:05,7452.684301
2010-11-19 18:15:05,9694.731
2010-11-20 18:15:05,3988.778
2010-11-21 18:15:05,429.78
2010-11-22 18:15:05,3732.8340000000003
2010-11-23 18:15:05,4704.8618
2010-11-24 18:15:05,1361.74788
2010-11-25 18:15:05,789.5421
2010-11-26 18:15:05,9325.741
2010-11-27 18:15:05,969.80059
2010-11-28 18:15:05,2773.80906
2010-11-29 18:15:05,9227.324034
2010-11-30 18:15:05,9022.0251
2010-12-01 18:15:05,1785.787875
2010-12-02 18:15:05,4686.9295
2010-12-03 18:15:05,1371.1958760000002
2010-12-04 18:15:05,5647.8209109
2010-12-05 18:15:05,2472.8862
2010-12-06 18:15:05,1371.8160000000005
2010-12-07 18:15:05,3707.27123
2010-12-08 18:15:05,2957.2271364999997
2010-12-09 18:15:05,4996.935849600001
2010-12-10 18:15:05,339.32421599999986
2010-12-11 18:15:05,1424.9730949999996
2010-12-12 18:15:05,364.608024
2010-12-13 18:15:05,1252.53513484
2010-12-14 18:15:05,1234.3527299999996
2010-12-15 18:15:05,2067.6301808000007
2010-12-16 18:15:05,973.3644125
2010-12-17 18:15:05,3277.4362050000004
2010-12-18 18:15:05,79.28832299999999
2010-12-19 18:15:05,500.23907429999997
2010-12-20 18:15:05,2878.0221250000004
2010-12-21 18:15:05,283.39724621000005
2010-12-22 18:15:05,3268.146216
2010-12-23 18:15:05,1402.2805
2010-12-24 18:15:05,1157.69375
2010-12-25 18:15:05,1029.125
2010-12-26 18:15:05,4465.505361029999
2010-12-27 18:15:05,438.29675
2010-12-28 18:15:05,5186.176520000001
2010-12-29 18:15:05,5364.534574000001
2010-12-30 18:15:05,363.286489041
2010-12-31 18:15:05,1013.815720603
2011-01-01 18:15:05,985.6248291239999
2011-01-02 18:15:05,706.3084824279999
2011-01-03 18:15:05,1082.6711821439999
2011-01-04 18:15:05,789.5440973
2011-01-05 18:15:05,57.81395428199999
2011-01-06 18:15:05,890.419309
2011-01-07 18:15:05,13047.281575999996
2011-01-08 18:15:05,1273.3883023520004
2011-01-09 18:15:05,639.89456778
2011-01-10 18:15:05,3418.8679840000004
2011-01-11 18:15:05,1335.4119870000004
2011-01-12 18:15:05,10463.0505
2011-01-13 18:15:05,5852.6631
2011-01-14 18:15:05,15553.8252
2011-01-15 18:15:05,803.5836
2011-01-16 18:15:05,410.50240000000014
2011-01-17 18:15:05,2393.553600000001
2011-01-18 18:15:05,5974.913383650001
2011-01-19 18:15:05,5956.860342600003
2011-01-20 18:15:05,6592.0286775
2011-01-21 18:15:05,6360.468840000001
2011-01-22 18:15:05,3326.6603480999997
2011-01-23 18:15:05,1393.7251143
2011-01-24 18:15:05,2980.8796640000014
2011-01-25 18:15:05,2972.0445500000005
2011-01-26 18:15:05,3600.4066250000005
2011-01-27 18:15:05,4439.124132000001
2011-01-28 18:15:05,12566.61135
2011-01-29 18:15:05,1534.3407960000002
2011-01-30 18:15:05,4618.873440000001
2011-01-31 18:15:05,5127.3955
2011-02-01 18:15:05,70422.8274
2011-02-02 18:15:05,12758.269315973997
2011-02-03 18:15:05,6046.4437499999985
2011-02-04 18:15:05,28553.00976
2011-02-05 18:15:05,24646.00201899999
2011-02-06 18:15:05,4343.537120000001
2011-02-07 18:15:05,6098.3787694500015
2011-02-08 18:15:05,4071.375
2011-02-09 18:15:05,8980.208434999999
2011-02-10 18:15:05,72060.03090000009
2011-02-11 18:15:05,10896.311629499998
2011-02-12 18:15:05,10715.072835600002
2011-02-13 18:15:05,4282.825320000001
2011-02-14 18:15:05,5708.4912
2011-02-15 18:15:05,11014.975335
2011-02-16 18:15:05,5520.733309100003
2011-02-17 18:15:05,4953.42697224
2011-02-18 18:15:05,8823.61761575
2011-02-19 18:15:05,33133.58309999999
2011-02-20 18:15:05,9690.233998512005
2011-02-21 18:15:05,2384.471576400001
2011-02-22 18:15:05,4681.003514436
2011-02-23 18:15:05,11962.258449999996
2011-02-24 18:15:05,6298.2103106999975
2011-02-25 18:15:05,11143.498999999998
2011-02-26 18:15:05,5365.168616605999
2011-02-27 18:15:05,21026.421120000006
2011-02-28 18:15:05,5746.402420095
2011-03-01 18:15:05,22042.24605
2011-03-02 18:15:05,2016.0587772
2011-03-03 18:15:05,2784.3185399999998
2011-03-04 18:15:05,2980.380265600001
2011-03-05 18:15:05,2600.968577421
2011-03-06 18:15:05,17230.29271418501
